feature,importance
Column_26,4064.84435056895
Column_16,3400.1536417920142
Column_15,3336.345652492717
Column_25,2972.8889061752707
Column_32,2922.842268929351
Column_14,2921.1867571622133
Column_17,2656.5473604153376
Column_7,2636.9831559404265
Column_18,2589.3169740736485
Column_21,2490.605257473886
Column_9,2347.527632921934
Column_10,2228.302835673094
Column_24,2197.9898341940716
Column_27,2152.306085678749
Column_5,2105.7395406793803
Column_12,2010.0655675139278
Column_1,1974.665967322886
Column_20,1967.261748507619
Column_19,1962.0767158269882
Column_3,1913.3245181292295
Column_35,1800.7827114798129
Column_6,1715.7857685685158
Column_13,1656.4075719490647
Column_0,1602.3501907885075
Column_30,1579.263467732817
Column_37,1560.53517973423
Column_28,1446.304800748825
Column_31,1359.2673022896051
Column_4,1291.6033503338695
Column_33,1267.7320147249848
Column_22,1246.2949727475643
Column_2,1221.5256013795733
Column_8,1209.1616896800697
Column_29,1167.5223676229361
Column_11,1032.801734995097
Column_36,769.8669803589582
Column_34,407.8788490369916
Column_23,114.40573093295097
