feature,importance
Column_18,7359.1066155694425
Column_15,6819.09351323545
Column_26,6705.013465479016
Column_14,6398.808252796531
Column_17,5946.7399924993515
Column_16,5726.490216262639
Column_32,5497.501117229462
Column_25,5482.194932065904
Column_7,5321.916515886784
Column_13,4907.759464405477
Column_36,4487.325950831175
Column_21,4451.336340427399
Column_8,4164.730740725994
Column_27,4027.127794533968
Column_10,3958.9829775691032
Column_6,3801.625646993518
Column_9,3786.4014411494136
Column_19,3607.3239582404494
Column_37,3386.242080360651
Column_24,3361.2631488740444
Column_0,3355.2285533621907
Column_3,3306.187326014042
Column_12,3137.2122115269303
Column_5,3137.024181365967
Column_20,2935.8946995437145
Column_30,2924.0166235864162
Column_33,2914.8338125944138
Column_31,2897.0162361860275
Column_1,2559.295118957758
Column_28,2438.9439858049154
Column_35,2374.719962783158
Column_22,2341.532881617546
Column_29,2076.6832427233458
Column_4,1838.0652982890606
Column_2,1620.4904663339257
Column_11,1352.9622864872217
Column_34,970.2685271799564
Column_23,306.53437519073486
