feature,importance
Column_15,2278.3494550139294
Column_26,2166.870391352335
Column_16,2087.2232120590634
Column_32,1957.9921229289903
Column_14,1745.598133642845
Column_18,1689.7008206833361
Column_17,1665.870642547861
Column_25,1657.9965289651882
Column_7,1624.1830905608658
Column_21,1583.7269585858267
Column_27,1371.7006472935354
Column_5,1348.0414440382738
Column_13,1322.0139912804734
Column_9,1294.1018899813566
Column_19,1251.8143164395296
Column_10,1208.3318400785793
Column_6,1142.1980970915129
Column_8,1127.2839418431631
Column_3,1081.2032023037973
Column_12,1075.3651570847724
Column_20,1054.996913210227
Column_35,1052.7211473192438
Column_1,1039.6769749332743
Column_30,1036.4975936883202
Column_24,1000.9365198871237
Column_33,973.9005530424874
Column_31,955.3762181706882
Column_2,944.9185345610604
Column_28,846.6335622306506
Column_22,831.2344338550902
Column_0,785.2671299602516
Column_29,767.4446079770569
Column_4,749.4106540584471
Column_37,711.1231322388048
Column_11,647.612626779046
Column_34,435.72989021317335
Column_36,412.6092366942903
Column_23,51.436427004635334
