feature,importance
Column_7,1918.1371146142483
Column_16,1640.376614332199
Column_15,1577.5935905873775
Column_27,1332.2183418869972
Column_26,1306.473786495626
Column_14,1220.7782204877585
Column_21,1127.8695355057716
Column_18,1116.3792005861178
Column_32,1056.5968688726425
Column_8,1032.4892407655716
Column_25,1022.4459289908409
Column_9,1006.0694559812546
Column_17,884.1309395134449
Column_31,720.7250078618526
Column_1,688.4212127327919
Column_6,654.1945077180862
Column_24,651.215713083744
Column_33,604.3669372200966
Column_37,598.2910341918468
Column_13,576.6224902868271
Column_4,514.1717287898064
Column_35,513.4113984107971
Column_30,501.0723606944084
Column_5,476.0655789375305
Column_28,448.74502795934677
Column_12,438.7702060043812
Column_10,438.37399715185165
Column_19,403.94361811876297
Column_3,402.618950009346
Column_2,395.6489601135254
Column_20,393.1424803137779
Column_0,391.5577265024185
Column_11,359.81351232528687
Column_29,346.8021406531334
Column_34,316.6278038620949
Column_22,193.03835424780846
Column_36,152.04891711473465
Column_23,10.513130187988281
