feature,importance
Column_26,4959.905490275472
Column_7,4881.4433848932385
Column_32,4597.863430537283
Column_15,4516.562663026154
Column_18,4197.803769405931
Column_25,4013.3204274848104
Column_16,3877.10764124617
Column_14,3857.4324336349964
Column_17,3596.323017179966
Column_27,3352.451408509165
Column_10,3302.951357677579
Column_9,3111.652770295739
Column_20,3066.569692518562
Column_31,3021.2896413728595
Column_21,3009.293688405305
Column_19,2870.3517496492714
Column_35,2700.4435180164874
Column_13,2697.2342426925898
Column_24,2675.4422924518585
Column_30,2561.7636430487037
Column_33,2502.859949309379
Column_6,2501.5954829081893
Column_1,2485.2272089123726
Column_5,2483.8132461942732
Column_12,2369.373054502532
Column_8,2316.7515244036913
Column_22,2284.7897024303675
Column_37,2247.2305008769035
Column_0,2198.81967253983
Column_28,2050.7971381656826
Column_3,1966.4808202534914
Column_4,1786.309612465091
Column_2,1688.422386970371
Column_29,1605.6247160248458
Column_11,1257.5057686474174
Column_36,1021.4858453273773
Column_34,985.4889823645353
Column_23,181.83894397318363
