feature,importance
Column_32,1094.642653554458
Column_26,963.058929375024
Column_18,956.0625760570235
Column_17,866.8037074178606
Column_7,849.0201876795181
Column_15,843.2731749466208
Column_16,788.5744072763173
Column_21,733.4255090432052
Column_9,694.758643797657
Column_5,688.2589188754786
Column_20,649.1234012635628
Column_27,640.4992238948987
Column_25,625.4986720249458
Column_10,610.1899175102841
Column_14,608.1581398318647
Column_3,584.7473901259946
Column_6,583.1136087924242
Column_13,555.0199982568447
Column_31,529.2854537143285
Column_8,489.7386281274947
Column_33,488.39389278523413
Column_19,474.65684140341637
Column_12,463.91113863808596
Column_35,455.2692681258086
Column_30,452.3095632083316
Column_37,434.8685903660953
Column_1,429.96310082642594
Column_28,427.367963319945
Column_24,421.81095834660744
Column_0,417.3646650296105
Column_29,408.08282231461635
Column_2,363.01499688896456
Column_22,332.8939470545138
Column_4,296.3092576624173
Column_11,296.115819839481
Column_36,201.1135762037011
Column_34,97.9312039683573
Column_23,43.04170723259449
