feature,importance
Column_26,20042.17241346836
Column_15,19504.95329082012
Column_16,16873.06599712372
Column_17,16690.468127906322
Column_7,15501.357239365578
Column_25,15265.846320569515
Column_32,15242.419494211674
Column_14,15050.406596422195
Column_18,14363.265183210373
Column_9,12723.093595027924
Column_21,12702.57988858223
Column_27,12700.02079796791
Column_8,11258.715229690075
Column_5,10749.08573102951
Column_19,10489.580773949623
Column_3,10021.925963878632
Column_33,9932.85086196661
Column_36,9914.796841621399
Column_6,9895.512310147285
Column_1,9864.930099725723
Column_13,9602.538220763206
Column_20,9587.840288877487
Column_10,9447.227479577065
Column_24,9277.179499983788
Column_31,9152.562626242638
Column_30,8960.208319425583
Column_35,8364.391053915024
Column_12,8118.16489303112
Column_0,7814.586400926113
Column_28,7551.751730799675
Column_29,7364.295242190361
Column_2,7322.160998702049
Column_4,7093.654530882835
Column_22,6308.192313075066
Column_37,5515.413359284401
Column_11,5057.299547314644
Column_34,3903.851405262947
Column_23,567.4581999778748
