feature,importance
Column_26,9268.854812642243
Column_15,7721.648621059954
Column_7,7209.502941805869
Column_16,6912.000341156498
Column_21,6751.954174671962
Column_25,6511.297999762464
Column_32,6422.216337805614
Column_17,5959.664663701085
Column_14,5570.51833074633
Column_9,5428.417309569195
Column_6,5291.024730641395
Column_20,4927.019255457144
Column_18,4912.681577563286
Column_10,4486.527342244983
Column_3,4486.19242682308
Column_5,4465.168574502692
Column_19,4331.01165509969
Column_8,4297.6237721815705
Column_27,4217.217617998831
Column_1,4017.661131748042
Column_13,3993.4876547022723
Column_12,3723.9515940495767
Column_31,3616.938213221729
Column_37,3530.945352576673
Column_30,3473.127030934047
Column_24,3078.150533950742
Column_35,2816.7196461213753
Column_0,2763.2951576134656
Column_33,2702.5855437777936
Column_2,2621.4697129791602
Column_4,2481.580585151911
Column_22,2340.4286754420027
Column_29,2027.0032027997077
Column_28,2024.5067636668682
Column_11,1512.6474867872894
Column_34,1356.6316460743546
Column_36,969.5894092908129
Column_23,688.8735110759735
