feature,importance
Column_32,1745.1043829023838
Column_26,1726.8455358594656
Column_15,1642.3174146413803
Column_16,1565.2319767773151
Column_7,1397.711840569973
Column_17,1356.7633887082338
Column_14,1185.845400840044
Column_33,1137.6768530756235
Column_18,1126.9838274121284
Column_9,1074.5675982534885
Column_10,1052.9838184043765
Column_21,1037.232428662479
Column_25,1035.0945892035961
Column_37,1031.976600125432
Column_12,1013.150560438633
Column_8,1010.1412125900388
Column_1,903.893048658967
Column_27,883.4351035542786
Column_24,883.2498610913754
Column_20,872.5241290852427
Column_35,869.3752551227808
Column_5,857.863907635212
Column_19,820.6238186955452
Column_31,809.0128138698637
Column_2,776.1690907776356
Column_3,770.8258778303862
Column_22,749.0376898497343
Column_13,709.441222473979
Column_30,695.9930368959904
Column_6,680.2655925750732
Column_29,604.2404336933978
Column_0,584.1608961597085
Column_4,575.3851183503866
Column_28,525.8431375324726
Column_11,525.0934518836439
Column_36,258.9892378002405
Column_34,217.87753319181502
Column_23,31.7844215631485
