feature,importance
Column_26,6065.696494768365
Column_15,5559.832379711836
Column_32,4934.397964304473
Column_16,4926.798168394118
Column_17,4607.139514271117
Column_7,4572.240388323282
Column_18,4385.66136666007
Column_14,4337.8893793924035
Column_25,4175.47685135642
Column_27,3979.2984090822174
Column_21,3958.556538081335
Column_6,3662.9017834601573
Column_3,3189.540261672125
Column_9,3105.6771354900775
Column_5,3074.1218399550426
Column_19,2987.0435895314836
Column_8,2862.9219727095133
Column_13,2828.960947105599
Column_24,2808.3403291452396
Column_20,2799.0685359776207
Column_1,2796.7164822274644
Column_10,2713.1698444086196
Column_35,2637.882748522848
Column_37,2623.193149142302
Column_31,2568.3754310287795
Column_30,2548.446639772752
Column_0,2504.2495189902993
Column_28,2427.2314750676305
Column_12,2285.962282593403
Column_33,2241.5921892947626
Column_29,2069.2253287958592
Column_22,2009.1765356756732
Column_4,1978.0542024906508
Column_2,1834.3897195284974
Column_11,1673.8359917477937
Column_34,1210.4566507285672
Column_36,816.0705761238792
Column_23,117.86434045061469
