feature,importance
Column_13,3734.244774222374
Column_18,3433.9198820590973
Column_17,3217.8728433847427
Column_14,2886.4837525486946
Column_26,2785.0256385207176
Column_16,2150.2137013673782
Column_33,2144.2080253362656
Column_36,2076.0970052480698
Column_25,1952.7260902300477
Column_15,1888.933898985386
Column_10,1808.1752465963364
Column_7,1739.680526137352
Column_37,1599.396646976471
Column_5,1411.7891974896193
Column_32,1397.8778617978096
Column_8,1317.3156893253326
Column_21,1306.5324600934982
Column_6,1287.8523866832256
Column_2,1237.4996325448155
Column_0,1212.775245666504
Column_27,1195.8354514837265
Column_31,1133.205877840519
Column_3,998.5539002921432
Column_30,947.3774479031563
Column_19,937.4904623031616
Column_24,858.2815119624138
Column_9,817.3775531351566
Column_28,802.767168879509
Column_12,766.9267189651728
Column_1,758.6585689783096
Column_4,677.9402424693108
Column_20,656.2201483249664
Column_35,586.7094991207123
Column_11,487.0949182510376
Column_22,478.46361292526126
Column_34,415.69397860765457
Column_29,336.5564612150192
Column_23,40.07985973358154
