trade_id,direction,entry_time,exit_time,entry_price,exit_price,pnl_pct,pnl_usd,duration_min,max_sl_level,exit_reason,entry_score
1,SHORT,2026-03-31 04:05,2026-03-31 05:35,67666.15,67699.68,-0.0496,-0.99,90.0,L2,"SL L2 hit (close $67,682.96)",6
2,LONG,2026-03-31 06:05,2026-03-31 07:20,67546.38,67138.63,-0.6037,-12.07,75.0,L1,"SL L1 hit (close $67,143.70)",8
3,LONG,2026-03-31 07:45,2026-03-31 08:40,67396.98,66842.82,-0.8222,-16.44,55.0,L1,"SL L1 hit (close $67,044.12)",7
4,SHORT,2026-03-31 09:10,2026-03-31 10:15,66693.24,66367.30,0.4887,9.77,65.0,L3,"SL L3 hit (close $66,381.30)",15
5,LONG,2026-03-31 10:50,2026-03-31 12:55,66433.79,66653.26,0.3304,6.61,125.0,L3,"SL L3 hit (close $66,707.73)",6
6,LONG,2026-03-31 13:10,2026-03-31 14:40,66826.01,67222.48,0.5933,11.86,90.0,L4,"SL L4 hit (close $67,338.13)",9
7,SHORT,2026-03-31 14:50,2026-03-31 15:15,66590.02,67162.23,-0.8593,-17.19,25.0,L1,"SL L1 hit (close $67,241.70)",14
8,LONG,2026-03-31 15:25,2026-03-31 17:30,66955.99,68026.00,1.5981,31.96,125.0,L6,"SL L6 hit (close $68,034.00)",4
9,SHORT,2026-03-31 17:40,2026-03-31 21:55,67712.83,68277.99,-0.8346,-16.69,255.0,L1,"SL L1 hit (close $68,379.30)",8
10,LONG,2026-04-01 04:45,2026-04-01 07:20,68289.47,68887.32,0.8755,17.51,155.0,L4,"SL L4 hit (close $69,004.44)",12
11,SHORT,2026-04-01 07:30,2026-04-01 09:55,68911.03,68644.00,0.3875,7.75,145.0,L3,"SL L3 hit (close $68,651.62)",5
12,SHORT,2026-04-01 10:10,2026-04-01 12:45,68509.26,68401.84,0.1568,3.14,155.0,L2,"SL L2 hit (close $68,665.68)",6
13,LONG,2026-04-01 13:20,2026-04-01 13:45,68474.01,68017.49,-0.6667,-13.33,25.0,L1,"SL L1 hit (close $68,114.95)",4
14,SHORT,2026-04-01 14:00,2026-04-01 15:25,68234.52,68746.25,-0.7500,-15.00,85.0,L1,"SL L1 hit (close $68,800.00)",10
15,LONG,2026-04-01 18:40,2026-04-01 22:15,68221.98,68080.95,-0.2067,-4.13,215.0,L2,"SL L2 hit (close $68,216.38)",5
16,SHORT,2026-04-02 04:15,2026-04-02 05:45,66549.58,66491.09,0.0879,1.76,90.0,L2,"SL L2 hit (close $66,580.15)",5
17,LONG,2026-04-02 05:55,2026-04-02 06:40,66591.54,66549.90,-0.0625,-1.25,45.0,L2,"SL L2 hit (close $66,577.02)",9
18,LONG,2026-04-02 06:55,2026-04-02 08:25,66681.49,66683.50,0.0030,0.06,90.0,L2,"SL L2 hit (close $66,643.76)",8
19,SHORT,2026-04-02 08:40,2026-04-02 12:45,66511.17,66162.75,0.5239,10.48,245.0,L3,"SL L3 hit (close $66,224.34)",13
20,SHORT,2026-04-02 13:10,2026-04-02 13:50,66008.51,66138.09,-0.1963,-3.93,40.0,L2,"SL L2 hit (close $66,030.34)",10
21,LONG,2026-04-02 14:00,2026-04-02 15:35,66256.52,66928.45,1.0141,20.28,95.0,L3,"SL L3 hit (close $66,783.74)",10
22,SHORT,2026-04-02 17:05,2026-04-02 17:25,67020.84,67247.69,-0.3385,-6.77,20.0,L1,"SL L1 hit (close $67,357.96)",4
23,SHORT,2026-04-02 17:35,2026-04-02 19:15,67005.99,67030.00,-0.0358,-0.72,100.0,L2,"SL L2 hit (close $67,055.28)",8
24,SHORT,2026-04-03 04:00,2026-04-03 07:35,66638.15,67081.58,-0.6654,-13.31,215.0,L1,"SL L1 hit (close $67,069.96)",5
25,LONG,2026-04-03 08:10,2026-04-03 09:25,67169.74,66819.29,-0.5217,-10.43,75.0,L1,"SL L1 hit (close $66,778.41)",13
26,LONG,2026-04-03 10:50,2026-04-03 12:40,66869.66,66867.31,-0.0035,-0.07,110.0,L2,"SL L2 hit (close $66,834.73)",6
27,SHORT,2026-04-03 12:55,2026-04-03 14:10,66722.16,66785.76,-0.0953,-1.91,75.0,L2,"SL L2 hit (close $66,748.03)",12
28,LONG,2026-04-03 14:25,2026-04-03 20:25,66916.10,66881.23,-0.0521,-1.04,360.0,L1,"Time exit (360min, P&L=-0.05%)",14
29,LONG,2026-04-04 07:15,2026-04-04 13:15,66971.31,67119.90,0.2219,4.44,360.0,L2,"Time exit (360min, P&L=+0.22%)",6
30,LONG,2026-04-04 14:05,2026-04-04 20:05,67215.95,67225.00,0.0135,0.27,360.0,L2,"Time exit (360min, P&L=+0.01%)",12
31,LONG,2026-04-05 04:35,2026-04-05 06:10,67154.64,66660.33,-0.7361,-14.72,95.0,L1,"SL L1 hit (close $66,704.81)",6
32,SHORT,2026-04-05 07:20,2026-04-05 13:20,66823.47,66832.21,-0.0131,-0.26,360.0,L1,"Time exit (360min, P&L=-0.01%)",5
33,LONG,2026-04-05 14:05,2026-04-05 16:00,66924.90,67358.61,0.6481,12.96,115.0,L3,"SL L3 hit (close $67,306.64)",11
34,LONG,2026-04-05 16:10,2026-04-05 19:50,67295.15,67312.30,0.0255,0.51,220.0,L2,"SL L2 hit (close $67,276.68)",10
35,LONG,2026-04-06 04:45,2026-04-06 09:40,69151.34,69853.31,1.0151,20.30,295.0,L4,"SL L4 hit (close $69,793.01)",5
36,LONG,2026-04-06 09:50,2026-04-06 12:30,69709.42,69456.42,-0.3629,-7.26,160.0,L1,End of backtest,11
