trade_id,direction,entry_time,exit_time,entry_price,exit_price,pnl_pct,pnl_usd,duration_min,max_sl_level,exit_reason,entry_score
1,SHORT,2017-08-17 12:50,2017-08-17 16:55,4411.00,4354.18,1.2881,25.76,245.0,L3,"EMA new up line (2 bars, P&L=+1.29%)",14
2,LONG,2017-08-17 17:15,2017-08-17 18:40,4322.23,4237.85,-1.9522,-39.04,85.0,L1,Hard stop -2.0%,5
3,SHORT,2017-08-17 18:50,2017-08-17 20:50,4254.96,4341.30,-2.0292,-40.58,120.0,L1,Hard stop -2.0%,13
4,LONG,2017-08-18 04:00,2017-08-18 05:50,4269.26,4288.21,0.4439,8.87,110.0,L3,"SL L3 hit (close $4,289.88)",7
5,SHORT,2017-08-18 06:40,2017-08-18 10:25,4265.41,4349.00,-1.9597,-39.18,225.0,L1,Hard stop -2.0%,10
6,LONG,2017-08-18 10:35,2017-08-18 13:25,4368.68,4278.00,-2.0757,-41.48,170.0,L1,Hard stop -2.1%,13
7,SHORT,2017-08-18 14:10,2017-08-18 15:10,4272.92,4253.71,0.4496,8.98,60.0,L1,"EMA new up line (3 bars, P&L=+0.45%)",11
8,SHORT,2017-08-18 15:20,2017-08-18 17:45,4225.84,4161.59,1.5204,30.37,145.0,L5,"SL L5 hit (close $4,158.56)",7
9,SHORT,2017-08-18 18:10,2017-08-18 19:30,4174.00,4106.36,1.6205,32.38,80.0,L5,"SL L5 hit (close $4,066.21)",11
10,LONG,2017-08-19 04:10,2017-08-19 05:25,4156.00,4047.71,-2.6056,-52.08,75.0,L1,Hard stop -2.6%,9
11,SHORT,2017-08-19 05:35,2017-08-19 07:10,4048.65,3999.14,1.2229,24.43,95.0,L4,"SL L4 hit (close $3,986.87)",13
12,LONG,2017-08-19 07:35,2017-08-19 08:40,4004.96,4014.47,0.2375,4.75,65.0,L1,"EMA new down line (2 bars, P&L=+0.24%)",6
13,SHORT,2017-08-19 08:50,2017-08-19 09:50,3965.08,4068.20,-2.6007,-51.97,60.0,L1,Hard stop -2.6%,14
14,SHORT,2017-08-19 10:15,2017-08-19 12:15,4033.51,3945.12,2.1914,43.77,120.0,L4,"SL L4 hit (close $3,968.35)",5
15,LONG,2017-08-19 12:45,2017-08-19 14:00,4095.00,4013.70,-1.9853,-39.67,75.0,L1,Hard stop -2.0%,18
16,SHORT,2017-08-19 14:10,2017-08-19 16:10,4037.21,4049.69,-0.3091,-6.17,120.0,L3,"SL L3 hit (close $4,023.04)",10
17,LONG,2017-08-19 16:20,2017-08-19 19:50,4049.69,4076.12,0.6526,13.04,210.0,L1,"SL L1 hit (close $4,076.12)",12
18,LONG,2017-08-20 05:20,2017-08-20 08:10,4125.02,4155.87,0.7479,14.94,170.0,L1,"SL L1 hit (close $4,118.33)",10
19,LONG,2017-08-20 08:50,2017-08-20 11:15,4184.73,4104.35,-1.9208,-38.38,145.0,L1,Hard stop -1.9%,14
20,LONG,2017-08-20 12:10,2017-08-20 16:50,4125.43,4133.87,0.2046,4.09,280.0,L1,"EMA new down line (6 bars, P&L=+0.20%)",5
21,LONG,2017-08-20 17:00,2017-08-20 18:20,4117.41,4118.11,0.0170,0.34,80.0,L1,"SL L1 hit (close $4,118.11)",5
22,SHORT,2017-08-21 04:00,2017-08-21 06:40,4047.75,3987.89,1.4788,29.54,160.0,L4,"SL L4 hit (close $4,003.11)",9
23,LONG,2017-08-21 07:25,2017-08-21 09:30,4033.22,4075.00,1.0359,20.70,125.0,L2,"SL L2 hit (close $4,035.82)",7
24,LONG,2017-08-21 10:05,2017-08-21 11:15,4074.00,4058.00,-0.3927,-7.85,70.0,L1,"SL L1 hit (close $4,060.00)",11
25,SHORT,2017-08-21 11:25,2017-08-21 13:15,4010.78,3997.24,0.3376,6.75,110.0,L1,"SL L1 hit (close $4,023.11)",12
26,LONG,2017-08-21 14:50,2017-08-21 15:50,3958.35,4020.00,1.5575,31.12,60.0,L3,"EMA new down line (3 bars, P&L=+1.56%)",6
