trade_id,direction,entry_time,exit_time,entry_price,exit_price,pnl_pct,pnl_usd,duration_min,max_sl_level,exit_reason,entry_score
1,LONG,2017-08-17 12:20,2017-08-17 23:05,309.72,310.74,0.3293,6.59,645.0,L1,"EMA new down line (2 bars, P&L=+0.33%)",7
2,SHORT,2017-08-18 04:25,2017-08-18 08:00,298.94,309.49,-3.5291,-70.58,215.0,L1,Hard stop -3.5%,15
3,SHORT,2017-08-18 08:40,2017-08-18 09:40,308.49,304.85,1.1799,23.58,60.0,L2,"EMA new up line (3 bars, P&L=+1.18%)",8
4,SHORT,2017-08-18 09:50,2017-08-18 14:50,305.30,299.99,1.7393,34.77,300.0,L4,SL L4 hit (close $299.99),11
5,SHORT,2017-08-18 15:20,2017-08-18 17:50,297.91,296.21,0.5706,11.41,150.0,L3,SL L3 hit (close $296.21),9
6,LONG,2017-08-18 18:25,2017-08-18 21:55,297.00,286.30,-3.6027,-72.05,210.0,L1,Hard stop -3.6%,8
7,LONG,2017-08-19 04:10,2017-08-19 10:40,297.19,285.15,-4.0513,-80.97,390.0,L1,Hard stop -4.1%,9
8,SHORT,2017-08-19 10:50,2017-08-19 12:00,287.14,280.42,2.3403,46.74,70.0,L5,SL L5 hit (close $282.58),12
9,SHORT,2017-08-19 13:30,2017-08-19 14:55,286.59,283.00,1.2527,25.03,85.0,L2,"EMA new up line (6 bars, P&L=+1.25%)",7
10,SHORT,2017-08-19 15:05,2017-08-19 17:30,285.54,288.66,-1.0927,-21.84,145.0,L1,SL L1 hit (close $288.66),11
11,LONG,2017-08-19 17:40,2017-08-19 19:05,290.46,293.38,1.0053,20.09,85.0,L3,SL L3 hit (close $292.63),13
12,LONG,2017-08-20 04:00,2017-08-20 06:40,292.41,293.14,0.2496,4.99,160.0,L1,"EMA new down line (2 bars, P&L=+0.25%)",6
13,LONG,2017-08-20 07:20,2017-08-20 09:10,293.15,295.96,0.9586,19.16,110.0,L1,SL L1 hit (close $292.59),8
14,SHORT,2017-08-20 10:45,2017-08-20 12:05,296.00,295.47,0.1791,3.58,80.0,L1,SL L1 hit (close $295.46),7
15,LONG,2017-08-20 12:15,2017-08-20 16:25,295.49,295.22,-0.0914,-1.83,250.0,L1,SL L1 hit (close $294.23),8
16,LONG,2017-08-20 16:35,2017-08-20 17:45,295.23,295.87,0.2168,4.33,70.0,L1,SL L1 hit (close $294.72),5
17,LONG,2017-08-20 18:10,2017-08-20 23:20,298.57,299.35,0.2612,5.22,310.0,L1,"EMA new down line (2 bars, P&L=+0.26%)",13
18,LONG,2017-08-21 04:00,2017-08-21 05:50,299.85,311.70,3.9520,79.01,110.0,L5,SL L5 hit (close $309.23),11
19,LONG,2017-08-21 06:45,2017-08-21 08:20,318.45,316.23,-0.6971,-13.94,95.0,L1,SL L1 hit (close $316.23),14
20,LONG,2017-08-21 08:30,2017-08-21 11:45,323.29,329.31,1.8621,37.24,195.0,L3,"EMA new down line (4 bars, P&L=+1.86%)",10
21,LONG,2017-08-21 11:55,2017-08-21 14:05,331.53,336.47,1.4901,29.80,130.0,L6,SL L6 hit (close $337.66),12
22,SHORT,2017-08-21 15:30,2017-08-21 18:35,332.33,327.81,1.3601,27.20,185.0,L2,"EMA new up line (2 bars, P&L=+1.36%)",10
23,LONG,2017-08-22 04:05,2017-08-22 04:55,304.00,287.00,-5.5921,-111.84,50.0,L1,Emergency stop -5.6%,8
24,SHORT,2017-08-22 05:15,2017-08-22 05:20,289.99,303.00,-4.4864,-89.73,5.0,L1,Emergency stop -4.5%,18
25,LONG,2017-08-22 05:30,2017-08-22 05:35,300.61,281.20,-6.4569,-129.03,5.0,L1,Emergency stop -6.5%,10
26,SHORT,2017-08-22 05:45,2017-08-22 06:05,279.96,302.99,-8.2262,-164.17,20.0,L1,Emergency stop -8.2%,15
27,LONG,2017-08-22 06:15,2017-08-22 09:50,302.90,307.10,1.3866,27.63,215.0,L4,SL L4 hit (close $307.23),11
28,SHORT,2017-08-22 10:55,2017-08-22 12:50,310.24,309.00,0.3997,7.97,115.0,L1,"EMA new up line (2 bars, P&L=+0.40%)",4
29,SHORT,2017-08-22 13:05,2017-08-22 14:45,307.89,306.84,0.3410,6.80,100.0,L1,"EMA new up line (2 bars, P&L=+0.34%)",8
30,SHORT,2017-08-22 14:55,2017-08-22 16:45,305.48,317.10,-3.8038,-75.82,110.0,L1,Hard stop -3.8%,7
31,LONG,2017-08-22 17:30,2017-08-22 18:45,312.40,313.97,0.5026,10.01,75.0,L1,"EMA new down line (2 bars, P&L=+0.50%)",9
32,LONG,2017-08-23 04:00,2017-08-23 05:15,319.29,316.51,-0.8707,-17.34,75.0,L1,SL L1 hit (close $319.39),10
33,SHORT,2017-08-23 05:25,2017-08-23 13:55,316.51,316.00,0.1611,3.21,510.0,L1,SL L1 hit (close $317.65),14
34,LONG,2017-08-23 14:20,2017-08-23 15:20,316.20,317.50,0.4111,8.19,60.0,L1,"EMA new down line (2 bars, P&L=+0.41%)",5
35,LONG,2017-08-23 16:00,2017-08-23 17:30,317.87,317.19,-0.2139,-4.26,90.0,L1,SL L1 hit (close $317.19),6
36,LONG,2017-08-23 17:40,2017-08-23 19:00,318.37,321.20,0.8889,17.71,80.0,L1,"EMA new down line (3 bars, P&L=+0.89%)",6
37,LONG,2017-08-24 05:25,2017-08-24 06:55,319.27,320.53,0.3947,7.86,90.0,L1,"EMA new down line (3 bars, P&L=+0.39%)",9
38,LONG,2017-08-24 07:05,2017-08-24 08:30,317.60,319.56,0.6171,12.30,85.0,L1,"EMA new down line (2 bars, P&L=+0.62%)",5
39,SHORT,2017-08-24 08:45,2017-08-24 10:10,319.56,318.23,0.4162,8.29,85.0,L1,SL L1 hit (close $321.28),4
40,SHORT,2017-08-24 11:15,2017-08-24 12:10,316.14,328.04,-3.7642,-75.01,55.0,L1,Emergency stop -3.8%,10
41,SHORT,2017-08-24 13:05,2017-08-25 01:05,319.39,327.80,-2.6331,-52.43,720.0,L1,"Time exit (720min, P&L=-2.63%)",7
42,LONG,2017-08-25 04:20,2017-08-25 05:55,327.70,331.73,1.2298,24.47,95.0,L3,SL L3 hit (close $330.67),8
43,LONG,2017-08-25 07:20,2017-08-25 10:00,331.78,330.68,-0.3315,-6.60,160.0,L1,SL L1 hit (close $331.09),10
44,SHORT,2017-08-25 10:10,2017-08-25 11:45,329.56,327.40,0.6554,13.05,95.0,L1,SL L1 hit (close $331.34),14
45,LONG,2017-08-25 14:20,2017-08-25 15:45,331.67,333.16,0.4492,8.94,85.0,L1,SL L1 hit (close $331.90),4
46,LONG,2017-08-25 16:10,2017-08-25 17:20,334.23,335.44,0.3620,7.21,70.0,L1,"EMA new down line (3 bars, P&L=+0.36%)",12
47,SHORT,2017-08-25 18:40,2017-08-25 20:00,333.13,326.50,1.9902,39.63,80.0,L4,SL L4 hit (close $328.71),5
48,SHORT,2017-08-26 05:05,2017-08-26 17:05,325.05,328.36,-1.0183,-20.28,720.0,L1,"Time exit (720min, P&L=-1.02%)",4
49,SHORT,2017-08-26 18:35,2017-08-27 06:35,328.28,334.37,-1.8551,-36.94,720.0,L1,"Time exit (720min, P&L=-1.86%)",8
50,SHORT,2017-08-27 06:45,2017-08-27 08:20,332.80,332.10,0.2103,4.19,95.0,L1,"EMA new up line (4 bars, P&L=+0.21%)",4
51,SHORT,2017-08-27 08:30,2017-08-27 09:40,332.67,332.68,-0.0030,-0.06,70.0,L1,SL L1 hit (close $333.29),5
52,SHORT,2017-08-27 10:15,2017-08-27 22:15,332.31,338.99,-2.0102,-40.02,720.0,L1,"Time exit (720min, P&L=-2.01%)",4
