trade_id,direction,entry_time,exit_time,entry_price,exit_price,pnl_pct,pnl_usd,duration_min,max_sl_level,exit_reason,entry_score
1,LONG,2017-08-17 12:20,2017-08-17 16:00,309.72,303.90,-1.8791,-37.58,220.0,L1,Hard stop -1.9%,7
2,SHORT,2017-08-17 16:50,2017-08-17 18:05,303.72,310.19,-2.1303,-42.59,75.0,L1,Hard stop -2.1%,7
3,LONG,2017-08-17 18:15,2017-08-17 19:15,308.58,305.68,-0.9398,-18.78,60.0,L1,SL L1 hit (close $302.22),7
4,SHORT,2017-08-18 04:25,2017-08-18 05:30,298.94,305.08,-2.0539,-41.04,65.0,L1,Hard stop -2.1%,15
5,LONG,2017-08-18 06:00,2017-08-18 07:30,304.55,306.98,0.7979,15.94,90.0,L2,SL L2 hit (close $306.13),11
6,SHORT,2017-08-18 07:40,2017-08-18 09:35,308.20,307.72,0.1557,3.11,115.0,L1,"EMA new up line (2 bars, P&L=+0.16%)",6
7,SHORT,2017-08-18 09:45,2017-08-18 10:45,303.65,311.06,-2.4403,-48.75,60.0,L1,Hard stop -2.4%,11
8,LONG,2017-08-18 11:00,2017-08-18 13:20,310.23,303.88,-2.0469,-40.87,140.0,L1,Hard stop -2.0%,12
9,SHORT,2017-08-18 13:30,2017-08-18 14:55,301.30,298.52,0.9227,18.41,85.0,L1,"EMA new up line (2 bars, P&L=+0.92%)",12
10,SHORT,2017-08-18 15:20,2017-08-18 17:50,297.91,296.21,0.5706,11.39,150.0,L3,SL L3 hit (close $296.21),10
11,LONG,2017-08-18 18:25,2017-08-18 19:25,297.00,292.08,-1.6566,-33.07,60.0,L1,SL L1 hit (close $290.42),8
12,LONG,2017-08-19 04:10,2017-08-19 06:30,297.19,289.97,-2.4294,-48.48,140.0,L1,Hard stop -2.4%,9
13,SHORT,2017-08-19 06:40,2017-08-19 08:00,292.17,290.16,0.6880,13.72,80.0,L2,SL L2 hit (close $290.16),9
14,LONG,2017-08-19 08:50,2017-08-19 10:00,288.40,290.96,0.8877,17.71,70.0,L3,SL L3 hit (close $290.30),4
15,SHORT,2017-08-19 10:15,2017-08-19 11:25,289.16,285.47,1.2761,25.46,70.0,L1,"EMA new up line (2 bars, P&L=+1.28%)",7
16,SHORT,2017-08-19 11:50,2017-08-19 12:40,278.00,289.15,-4.0108,-80.05,50.0,L1,Emergency stop -4.0%,17
17,SHORT,2017-08-19 13:30,2017-08-19 14:55,286.59,283.00,1.2527,24.98,85.0,L2,"EMA new up line (6 bars, P&L=+1.25%)",8
18,SHORT,2017-08-19 15:05,2017-08-19 17:30,285.54,288.66,-1.0927,-21.80,145.0,L1,SL L1 hit (close $288.66),9
19,LONG,2017-08-19 17:40,2017-08-19 19:05,290.46,293.38,1.0053,20.05,85.0,L3,SL L3 hit (close $292.63),13
20,LONG,2017-08-20 04:00,2017-08-20 06:40,292.41,293.14,0.2496,4.98,160.0,L1,"EMA new down line (2 bars, P&L=+0.25%)",6
21,LONG,2017-08-20 07:20,2017-08-20 08:20,293.15,295.55,0.8187,16.33,60.0,L1,SL L1 hit (close $286.57),8
22,LONG,2017-08-20 08:45,2017-08-20 13:15,295.98,292.28,-1.2501,-24.94,270.0,L1,SL L1 hit (close $292.28),8
23,SHORT,2017-08-20 13:25,2017-08-20 16:00,292.28,297.92,-1.9297,-38.49,155.0,L1,Hard stop -1.9%,13
24,SHORT,2017-08-20 16:20,2017-08-20 23:35,294.23,300.08,-1.9882,-39.64,435.0,L1,Hard stop -2.0%,6
25,LONG,2017-08-21 04:00,2017-08-21 05:50,299.85,311.70,3.9520,78.77,110.0,L5,SL L5 hit (close $309.23),12
26,LONG,2017-08-21 06:45,2017-08-21 08:20,318.45,316.23,-0.6971,-13.91,95.0,L1,SL L1 hit (close $316.23),11
27,LONG,2017-08-21 08:30,2017-08-21 09:30,323.29,315.00,-2.5643,-51.14,60.0,L1,Hard stop -2.6%,10
28,SHORT,2017-08-21 09:55,2017-08-21 11:10,317.29,324.97,-2.4205,-48.25,75.0,L1,Hard stop -2.4%,7
29,LONG,2017-08-21 11:20,2017-08-21 11:25,324.96,314.97,-3.0742,-61.25,5.0,L1,Emergency stop -3.1%,14
30,SHORT,2017-08-21 11:35,2017-08-21 11:45,313.23,329.31,-5.1336,-102.22,10.0,L1,Emergency stop -5.1%,11
