timestamp,asset,side,entry_price,exit_price,size,net_pnl,reason
2026-03-04 10:00:00,BTC,buy,50000,51000,1.0,1000,TP
2026-03-04 12:00:00,BTC,buy,51000,50500,1.0,-500,SL
2026-03-04 14:00:00,ETH,buy,3000,3100,1.0,100,TP
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9997446571441837,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,1.0,0.0,0.7,0.0,0.0,1.0,1.0,0.0,3.365212983311014,0.152543327702277,0.027351339548910045,1.0,3.365212983311014,0.05,0.7,0.0,0.0,0.0,1.5924616031649477,1.1239286519167722,75.46453121482568,12141.84669140005,90.50591648637374,0.323042301699403,100.0,100.0,0.0,30.0,0.0,0.0,0.5092906242965136,0.0,1.0,0.0,0.999999998,1,-1,-0.22386540000001373,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9988026124818579,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,1.0,0.0,0.7,0.0,0.0,1.0,1.0,0.0,4.273690858073725,0.13926905513677196,0.027650343776183625,1.0,4.273690858073725,0.065,0.7,0.0,0.0,0.0,1.7761740926837006,1.1507878632970576,89.05491526300251,9554.624390489196,97.26560756772608,0.32286637984424493,100.0,99.94993253271235,0.0,30.0,0.0,0.0,0.7810983052600503,0.0,1.0,0.0,0.9999999984615385,1,-1,-0.37,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9988026124818579,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,1.0,0.0,0.7,0.0,0.0,1.0,1.0,0.0,4.273690858073725,0.13926905513677196,0.027650343776183625,1.0,4.273690858073725,0.065,0.7,0.0,0.0,0.0,1.7761740926837006,1.1507878632970576,89.05491526300251,9554.624390489196,97.26560756772608,0.32286637984424493,100.0,99.94993253271235,0.0,30.0,0.0,0.0,0.7810983052600503,0.0,1.0,0.0,0.9999999984615385,1,-1,-0.37,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9985810723653094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,1.0,0.0,0.7,0.0,0.0,1.0,1.0,0.0,4.367728339239234,0.14678660687297435,0.027537509468023576,1.0,4.367728339239234,0.047,0.7,0.0,0.0,0.0,1.7893278149598986,1.15331112186638,93.27348896598795,8820.47869769996,98.19328281296373,0.3229703192189839,99.84630192593805,99.84993036005899,0.0,30.0,0.0,0.0,0.865469779319759,0.0,1.0,0.0,0.9999999978723404,1,-1,-0.43079999999998836,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9985836301987209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,1.0,0.0,0.7,0.0,0.0,1.0,1.0,0.0,4.624724572830952,0.13030193454809894,0.027848625886191518,1.0,4.624724572830952,0.083,0.7,0.0,0.0,0.0,1.8135050368689092,1.1574646967612894,99.89962085804201,8127.362114376454,99.52017389779587,0.32205723231812494,99.91824814548525,99.91494083278621,0.0,30.0,0.0,0.0,0.9979924171608403,0.0,1.0,0.0,0.9999999987951808,1,-1,-0.38720000000001165,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9984976098338265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,1.0,0.0,0.7,0.0,0.0,1.0,1.0,0.0,4.775964762471432,0.14048589507900264,0.027471001811144837,1.0,4.775964762471432,0.07,0.7,0.0,0.0,0.0,1.8408730370813533,1.158304217379827,99.91147615141146,8820.774930175729,99.72427269159024,0.32206444397998685,99.94391398553356,99.9813046618445,0.0,30.0,0.0,0.0,0.9982295230282293,0.0,1.0,0.0,0.9999999985714286,1,-1,-0.437,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9988521478080438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,1.0,0.0,0.7,0.0,0.0,1.0,1.0,0.0,4.885170529704285,0.13780286931057412,0.02749226713302132,1.0,4.885170529704285,0.054,0.7,0.0,0.0,0.0,1.8542175357033774,1.1586753407748838,99.93923062994193,9340.211346781427,99.77416761061902,0.3218324176203436,99.93511109989313,99.90591474921568,0.0,30.0,0.0,0.0,0.9987846125988387,0.0,1.0,0.0,0.9999999981481481,1,-1,-1.0452000000000117,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.999406628803933,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,1.0,0.0,0.7,0.0,0.0,1.0,1.0,0.0,4.903427706205445,0.12993333008166497,0.027710516341621704,1.0,4.903427706205445,0.077,0.7,0.0,0.0,0.0,1.8688333970887203,1.1595757442988006,99.97170106221182,10427.357697854211,99.8847365005469,0.3214422831386291,99.98310889196186,99.99436963065396,0.0,30.0,0.0,0.0,0.9994340212442364,0.0,1.0,0.0,0.9999999987012987,1,-1,-0.7255,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,1.0,0.0,0.7,0.0,0.0,1.0,1.0,0.0,5.4075396632051635,0.23415810569790188,0.020544344862666604,1.0,5.4075396632051635,0.002,0.7,0.0,0.0,0.0,1.8358112884649522,1.1406536957053997,99.99998656207647,6815.93986086348,99.9751445626907,0.3047025632007368,100.0,100.0,0.0,30.0,0.0,0.0,0.9999997312415294,0.0,1.0,0.0,0.9999999500000025,1,-1,-0.12580000000004657,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,1.0,0.0,0.7,0.0,0.0,1.0,1.0,0.0,6.682303063713879,0.2880094894112491,0.014051923501343336,1.0,6.682303063713879,0.004,0.7,0.0,0.0,0.0,1.7132861314363725,1.110617116476973,100.0,-2194.456019593199,99.97845862099861,0.24234438209776105,100.0,100.0,0.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9999999750000007,1,-1,-0.05140000000002328,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9809834805993084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,1.0,0.0,0.7,0.0,0.0,1.0,1.0,1.0,-0.47431983449543097,0.21685632049814935,0.009114689122867245,1.0,-0.47431983449543097,63.81,0.7,0.0,0.0,0.0,0.9745891813520154,0.9969391254130513,73.45118539152477,123.63898564022941,89.70793685712813,0.030862635943194768,100.0,66.66666666666667,0.0,30.0,0.0,0.0,0.46902370783049546,0.0,-1.0,0.0,0.9999999999984328,1,-1,-14.2375,13
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9998977339414755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,1.0,0.0,0.7,0.0,0.0,1.0,1.0,0.0,-43.37166663379011,0.11741634659421579,0.010345590821248805,1.0,-43.37166663379011,2.096,0.7,0.0,0.0,0.0,0.9081003891307664,0.9811798187366433,47.24978756038154,1870.0525912032354,57.03556186460274,0.010524452905755205,100.0,66.56181738750546,0.0,30.0,0.0,0.0,-0.05500424879236917,0.0,-1.0,0.0,0.99999999995229,1,-1,-17.965,14
